Feature,Duration,ATE,Type
High Gain Antenna Azimuth,100,-28.746758392943427,IBS_T
Heater Dutycycle,100,45.83530191676171,IBS_T
2.5V_PCU_ELB,110,-0.7257768251980267,IBS_T
Radial Distance from Sun,110,0.0021099934053372,IBS_T
Electronic Box Temperature,110,16.870213579627194,IBS_T
Search Coil Magnetometer's Temperature,110,-39.81903378488061,IBS_T
Solar Array's Angle,110,-93.18123871631558,IBS_T
High Gain Antenna Azimuth,110,56.095247871560034,IBS_T
Heater Dutycycle,110,0.1143902280238358,IBS_T
2.5V_PCU_ELB,120,16.10342512123495,IBS_T
Radial Distance from Sun,120,0.0024247783749087,IBS_T
Electronic Box Temperature,120,16.739531570099295,IBS_T
Search Coil Magnetometer's Temperature,120,36.699638421610885,IBS_T
Solar Array's Angle,120,-45.949957202276565,IBS_T
High Gain Antenna Azimuth,120,-1.6449961818611585,IBS_T
Heater Dutycycle,120,51.69314466155807,IBS_T
2.5V_PCU_ELB,130,-51.03246837444557,IBS_T
Radial Distance from Sun,130,0.0025552044704124,IBS_T
Electronic Box Temperature,130,27.698976923135177,IBS_T
Search Coil Magnetometer's Temperature,130,89.49159996014264,IBS_T
Solar Array's Angle,130,-18.090436694440108,IBS_T
High Gain Antenna Azimuth,130,-10.158629558277145,IBS_T
Heater Dutycycle,130,1.1152359538464296,IBS_T
2.5V_PCU_ELB,140,29.038478907287768,IBS_T
Radial Distance from Sun,140,0.0028506557595171,IBS_T
Electronic Box Temperature,140,72.53266479306463,IBS_T
Search Coil Magnetometer's Temperature,140,5.893343906457878,IBS_T
Solar Array's Angle,140,9.050617875450172,IBS_T
High Gain Antenna Azimuth,140,4.14572811307745,IBS_T
Heater Dutycycle,140,6.270665710411502,IBS_T
2.5V_PCU_ELB,150,-16.048239488209223,IBS_T
Radial Distance from Sun,150,0.0032089274736528,IBS_T
Electronic Box Temperature,150,64.64052973181553,IBS_T
Search Coil Magnetometer's Temperature,150,-42.91248114355573,IBS_T
Solar Array's Angle,150,33.47258051072029,IBS_T
High Gain Antenna Azimuth,150,-78.77575231511277,IBS_T
Heater Dutycycle,150,-36.04827516728794,IBS_T
2.5V_PCU_ELB,160,17.37545889718163,IBS_T
Radial Distance from Sun,160,0.0035383612766152,IBS_T
Electronic Box Temperature,160,15.802112140884498,IBS_T
Search Coil Magnetometer's Temperature,160,-13.583175744876748,IBS_T
Solar Array's Angle,160,69.58540005212227,IBS_T
High Gain Antenna Azimuth,160,-53.07634130735582,IBS_T
Heater Dutycycle,160,-18.507115100426976,IBS_T
2.5V_PCU_ELB,170,-17.022855330275323,IBS_T
Radial Distance from Sun,170,0.0038236794072001,IBS_T
Electronic Box Temperature,170,13.539851799861486,IBS_T
Search Coil Magnetometer's Temperature,170,-24.506035038759386,IBS_T
Solar Array's Angle,170,3.9426728436303153,IBS_T
High Gain Antenna Azimuth,170,8.00772815672781,IBS_T
Heater Dutycycle,170,34.19445376553602,IBS_T
2.5V_PCU_ELB,180,-41.6672491776152,IBS_T
Radial Distance from Sun,180,0.0040655339524565,IBS_T
Electronic Box Temperature,180,-8.424980371794456,IBS_T
Search Coil Magnetometer's Temperature,180,-17.25133674833336,IBS_T
Solar Array's Angle,180,43.03140331239782,IBS_T
High Gain Antenna Azimuth,180,49.73014172543415,IBS_T
Heater Dutycycle,180,-50.85017567466695,IBS_T
2.5V_PCU_ELB,190,23.61990244818456,IBS_T
Radial Distance from Sun,190,0.0042793867146746,IBS_T
Electronic Box Temperature,190,-30.39955263815202,IBS_T
Search Coil Magnetometer's Temperature,190,-29.98770149577212,IBS_T
Solar Array's Angle,190,60.29548862797404,IBS_T
High Gain Antenna Azimuth,190,16.859008306393015,IBS_T
Heater Dutycycle,190,-15.333833075144558,IBS_T
2.5V_PCU_ELB,200,-34.985998961240725,IBS_T
Radial Distance from Sun,200,0.004406648679163,IBS_T
Electronic Box Temperature,200,-3.457154926564311,IBS_T
Search Coil Magnetometer's Temperature,200,-38.34815948839616,IBS_T
Solar Array's Angle,200,62.7124672312082,IBS_T
High Gain Antenna Azimuth,200,11.814451930134323,IBS_T
Heater Dutycycle,200,-12.28752692503189,IBS_T
2.5V_PCU_ELB,210,42.11773182685804,IBS_T
Radial Distance from Sun,210,0.0045694572376896,IBS_T
